0081: 804174; 0, 123480000, 771200, 633;
0066: 211654; 0, 460000000, 12371400, 9954;
0047: 294188; 0, 328000000, 11819200, 9968;
0073: 119457; 2, 524000000, 11662000, 9604;
0090: 95653; 6, 262000000, 11957400, 9828;
0099: 7451616; 0, 12827808, 492100, 405;
0034: 165132585; 0, 20874, 484700, 406;
0083: 187278; 0, 522000000, 11868000, 9660;
0039: 337625; 0, 284000000, 12087000, 9954;
0089: 2774324; 0, 35308224, 636600, 531;
0058: 9682; 13, 556000000, 11764800, 9576;
0029: 5772056; 0, 16598750, 626100, 511;
0053: 196241; 0, 498000000, 11480000, 9800;
0030: 30644635; 0, 2405214, 758000, 640;
0086: 81262; 4, 492000000, 11951000, 9842;
0042: 4510100; 0, 21591360, 481100, 398;
0014: 338022; 0, 284000000, 11739000, 9555;
0087: 440619; 3, 104000000, 12100200, 9849;
0040: 11309; 11, 748000000, 11524800, 9604;
0041: 66824730; 0, 825552, 570900, 481;
0061: 672026; 14, 5715360, 729100, 621;
0072: 845819; 1, 93874788, 608100, 479;
0008: 34958; 8, 468000000, 11832000, 9744;
0038: 770749; 0, 118000000, 11644000, 9940;
0057: 416514; 0, 228000000, 11988400, 9758;
0020: 743004; 0, 133739424, 749400, 624;
0046: 79764; 11, 96000000, 11592000, 9660;
0051: 350105; 0, 274000000, 11529200, 9842;
0023: 30560256; 0, 2458624, 713600, 595;
0095: 284137; 0, 340000000, 11844000, 9870;
0067: 241773; 0, 402000000, 11512100, 9709;
0098: 264285; 0, 366000000, 12280800, 9996;
0082: 33287353; 0, 2286144, 618000, 527;
0074: 1826010; 0, 54118540, 545700, 429;
0024: 139942; 3, 354000000, 11767600, 9672;
0007: 2969317; 0, 33022080, 555700, 453;
0000: 1935922; 0, 50803200, 751800, 635;
0001: 236801; 0, 410000000, 12196800, 9702;
0037: 14215; 19, 90000000, 11288000, 9520;
0079: 41095913; 0, 1698732, 634600, 512;
0091: 509718; 0, 184000000, 12087000, 9954;
0011: 591283; 0, 168460236, 563800, 464;
0017: 1054862; 0, 93874788, 824400, 656;
0031: 450170; 0, 210000000, 12038400, 9576;
0018: 6670937; 0, 14332500, 557900, 462;
0092: 465588; 0, 202000000, 12682500, 9975;
0096: 39460; 9, 328000000, 12038400, 9576;
0027: 494879; 0, 190000000, 11970000, 9975;
0044: 24739; 10, 422000000, 11944800, 9954;
0052: 127430; 1, 616000000, 11696000, 9520;
0004: 209989; 0, 464000000, 12117600, 9639;
0068: 449070; 2, 130000000, 12416800, 9877;
0056: 827455; 0, 120236886, 515700, 426;
0003: 104265720; 0, 417088, 442000, 363;
0070: 209431; 2, 294000000, 11491200, 9576;
0002: 285316; 0, 338000000, 12388800, 9968;
0049: 7172706; 0, 13335840, 505900, 427;
0035: 261388; 0, 370000000, 12474000, 9720;
0065: 149679; 0, 656000000, 11997000, 9765;
0021: 100106; 6, 250000000, 11767600, 9672;
0028: 296337; 0, 326000000, 11354400, 9576;
0069: 12186; 12, 552000000, 11849000, 9758;
0050: 208304; 0, 468000000, 11968000, 9520;
0010: 114197750; 0, 15974, 759700, 634;
0025: 696872; 2, 80000000, 11739000, 9555;
0032: 179212; 0, 546000000, 11900000, 9800;
0080: 169053; 0, 580000000, 11430800, 9758;
0036: 10751829; 0, 8479744, 721000, 602;
0022: 215355; 0, 452000000, 12251200, 9672;
0015: 139701; 0, 704000000, 11718000, 9765;
0012: 10240866; 0, 9065000, 599800, 488;
0045: 326700; 4, 114000000, 11275200, 9744;
0063: 251979; 0, 396009768, 749400, 626;
0033: 209974; 0, 464000000, 12150000, 9720;
0078: 193127; 0, 506000000, 11696000, 9632;
0075: 322928; 0, 298000000, 11566800, 9639;
0013: 109875138; 0, 38024, 772100, 643;
0084: 269080; 0, 360000000, 11537400, 9849;
0071: 192224; 0, 519404116, 723500, 603;
0085: 206371; 5, 146000000, 12682500, 9975;
0059: 637718; 0, 144000000, 12709200, 9996;
0043: 2661967; 0, 36705312, 760900, 634;
0054: 183671; 0, 532000000, 12354000, 9940;
0097: 149754; 1, 522000000, 12110400, 9744;
0077: 507941; 0, 196108290, 665000, 585;
0019: 208522; 0, 468000000, 11466000, 9555;
0055: 107072343; 0, 174048, 659900, 550;
0048: 920185; 0, 107800000, 773800, 669;
0094: 224216; 0, 434000000, 11900000, 9800;
0060: 146702; 0, 670000000, 11558400, 9408;
0005: 177773; 0, 550000000, 12415500, 9765;
0006: 45387; 7, 450000000, 11961600, 9968;
0026: 604540; 1, 120000000, 12232200, 9842;
0062: 191405; 0, 510000000, 12354000, 9940;
0088: 112471517; 0, 18914, 770200, 650;
0009: 246637; 6, 94000000, 12187800, 9882;
0076: 16728238; 0, 5193216, 684700, 564;
0093: 328328; 0, 292000000, 12474000, 9702;
0064: 757175; 0, 120000000, 11970000, 9975;
0016: 812552; 1, 97732656, 622700, 501;

TOTAL_SCORE: 1021397556
AVELAGE_SCOR: 10213975
AVELAGE_WA_CNT: 1
AVELAGE_P_COST: 257421770
AVELAGE_M_COST: 7871203
AVELAGE_M_CNT: 6442
TOTAL_EXP_SCORE: 15152602.62404470979015060272
