0090: 5; 61, 26825000, 63000, 63;
0066: 1; 78, 60008000, 79000, 79;
0073: 1; 98, 108227400, 98000, 98;
0081: 1; 91, 86569600, 95000, 95;
0047: 1; 86, 69331200, 89000, 89;
0099: 15; 55, 32366200, 65000, 65;
0083: 2; 65, 42132800, 69000, 69;
0034: 2782741; 0, 35770800, 65000, 65;
0039: 1; 78, 58005600, 79000, 79;
0089: 1; 76, 68477400, 82000, 82;
0029: 3; 61, 59350200, 79000, 79;
0058: 1; 75, 56956400, 76000, 76;
0030: 4; 56, 103618000, 96000, 96;
0053: 1; 66, 43624800, 70000, 70;
0086: 1; 72, 51848400, 74000, 74;
0014: 7; 58, 34283600, 65000, 65;
0042: 20; 54, 29325800, 64000, 64;
0087: 2; 66, 26324000, 67000, 67;
0040: 1; 98, 118040200, 98000, 98;
0041: 359; 39, 46218800, 75000, 75;
0072: 1; 67, 50819600, 75000, 75;
0061: 1; 88, 10609800, 96000, 96;
0038: 1; 69, 27270000, 71000, 71;
0008: 1; 86, 80031200, 87000, 87;
0057: 1; 81, 53638200, 82000, 82;
0020: 1; 88, 87322800, 94000, 94;
0051: 1; 73, 45997800, 74000, 74;
0046: 1; 89, 14215400, 92000, 92;
0023: 1; 70, 65974400, 90000, 90;
0095: 1; 93, 92878200, 94000, 94;
0067: 1; 73, 47819800, 73000, 73;
0098: 1; 82, 67350000, 84000, 84;
0082: 9; 54, 67997800, 81000, 81;
0074: 8; 57, 39402000, 68000, 68;
0024: 5; 61, 27591600, 62000, 62;
0007: 3; 62, 43420000, 71000, 71;
0001: 2; 64, 33466200, 66000, 66;
0000: 1; 83, 109547000, 95000, 95;
0037: 1; 84, 17148200, 85000, 85;
0079: 47; 47, 59738600, 79000, 79;
0091: 1; 77, 48383200, 79000, 79;
0011: 1; 66, 49557000, 73000, 73;
0017: 1; 91, 95016000, 98000, 98;
0031: 1; 70, 42174800, 72000, 72;
0018: 1; 66, 48875600, 73000, 73;
0092: 1; 93, 72454400, 95000, 95;
0096: 1; 69, 46948000, 72000, 72;
0027: 1; 95, 45618200, 95000, 95;
0044: 1; 78, 58400400, 79000, 79;
0052: 1; 79, 65994800, 80000, 80;
0004: 1; 80, 63108200, 81000, 81;
0068: 1; 81, 27573200, 83000, 83;
0056: 2; 65, 38353200, 68000, 68;
0003: 240650; 12, 28394800, 61000, 61;
0070: 1; 76, 51727800, 76000, 76;
0002: 1; 88, 81972400, 89000, 89;
0049: 7; 58, 37309000, 68000, 68;
0035: 6; 60, 25462600, 60000, 60;
0065: 1; 89, 102447200, 93000, 93;
0021: 5; 61, 27115000, 62000, 62;
0069: 1; 80, 65360800, 82000, 82;
0028: 1; 73, 51531600, 76000, 76;
0050: 1; 85, 74359400, 85000, 85;
0010: 1076126; 0, 92731000, 95000, 95;
0025: 7; 62, 13958400, 65000, 65;
0032: 1; 69, 44756800, 70000, 70;
0080: 1; 77, 69022800, 82000, 82;
0036: 1; 68, 94532200, 91000, 91;
0022: 5; 61, 26948400, 62000, 62;
0015: 1; 91, 102285000, 93000, 93;
0012: 1; 69, 47588800, 76000, 76;
0045: 1; 84, 29150400, 87000, 87;
0063: 1; 92, 101323800, 94000, 94;
0033: 6; 60, 27021600, 60000, 60;
0078: 1; 85, 76351800, 86000, 86;
0075: 1; 79, 61103000, 81000, 81;
0013: 911224; 0, 109546600, 96000, 96;
0084: 1; 67, 37208800, 67000, 67;
0071: 1; 88, 95575600, 91000, 91;
0059: 2; 66, 31797000, 68000, 68;
0085: 1; 93, 41410400, 95000, 95;
0043: 1; 89, 100784400, 95000, 95;
0054: 1; 68, 45002000, 71000, 71;
0097: 1; 84, 80079000, 87000, 87;
0077: 1; 82, 91078800, 89000, 89;
0019: 2; 65, 34486600, 65000, 65;
0055: 47312; 16, 59310000, 84000, 84;
0048: 1; 95, 78506000, 99000, 99;
0094: 1; 69, 40279400, 70000, 70;
0060: 1; 93, 111720600, 96000, 96;
0005: 1; 92, 97878000, 93000, 93;
0006: 1; 88, 83030600, 89000, 89;
0026: 1; 74, 33578400, 74000, 74;
0062: 1; 71, 44560000, 71000, 71;
0088: 1041973; 0, 95774800, 97000, 97;
0009: 16; 59, 12310000, 61000, 61;
0076: 2; 60, 78238400, 86000, 86;
0093: 1; 96, 93661600, 99000, 99;
0064: 1; 72, 34422200, 75000, 75;
0016: 1; 74, 56947600, 78000, 78;

TOTAL_SCORE: 6100645
AVELAGE_SCOR: 61006
AVELAGE_WA_CNT: 70
AVELAGE_P_COST: 58216412
AVELAGE_M_COST: 80050
AVELAGE_M_CNT: 80
TOTAL_EXP_SCORE: 120.73984451360869033831
