0081: 2213614; 0, 43520000, 1555000, 889;
0066: 188756; 6, 124000000, 14780400, 6474;
0047: 1010883; 0, 88000000, 10823500, 5460;
0073: 1; 66, 120000000, 8934400, 4212;
0090: 1085703; 1, 64000000, 9585000, 6430;
0099: 11890081; 0, 7299072, 1011300, 601;
0034: 61963244; 0, 8960, 1504900, 652;
0083: 446606; 0, 196000000, 27811200, 9200;
0039: 1004971; 0, 88000000, 11405400, 5838;
0089: 6360215; 0, 13271040, 2351700, 922;
0058: 7; 51, 176000000, 13179600, 4878;
0029: 11359377; 0, 6240000, 2463300, 959;
0053: 501157; 0, 176000000, 23438400, 8136;
0030: 23462040; 0, 808704, 3353500, 1215;
0086: 20; 46, 168000000, 11043900, 4746;
0042: 8675300; 0, 9953280, 1473700, 681;
0014: 882155; 0, 100000000, 13258800, 6858;
0087: 8517; 24, 48000000, 7348800, 5152;
0040: 1; 79, 192000000, 10818400, 3976;
0041: 62760929; 0, 373248, 1120100, 633;
0061: 24231358; 0, 2985984, 1040900, 799;
0072: 2405988; 0, 40310784, 1152200, 667;
0008: 1; 62, 116000000, 8595000, 4505;
0038: 924382; 3, 48000000, 7288400, 4977;
0057: 1256811; 0, 72000000, 7466500, 4555;
0020: 2268582; 0, 41990400, 1990000, 976;
0046: 44; 49, 36000000, 4949200, 3796;
0051: 966830; 0, 92000000, 11330900, 6034;
0023: 42145368; 0, 983040, 1289700, 798;
0095: 1036197; 0, 88000000, 8406800, 4692;
0067: 1060; 29, 132000000, 13967800, 5978;
0098: 50; 44, 100000000, 9301500, 4905;
0082: 22158799; 1, 808704, 2701600, 966;
0074: 3608708; 0, 25815552, 1795200, 736;
0024: 4147; 25, 80000000, 11005000, 6280;
0007: 5523658; 0, 15925248, 2078700, 748;
0000: 4894254; 0, 16257024, 4075100, 1258;
0001: 642874; 0, 136000000, 19451700, 8064;
0037: 1231; 34, 36000000, 5096500, 4045;
0079: 40512992; 0, 601344, 1767000, 790;
0091: 1302145; 0, 68000000, 8696400, 5370;
0011: 1303632; 0, 73903104, 2705700, 913;
0017: 3136912; 0, 30233088, 1545400, 919;
0031: 1158950; 0, 76000000, 10185000, 5894;
0018: 11855646; 0, 6080000, 2254800, 848;
0092: 11727; 22, 56000000, 6822400, 4040;
0096: 64; 43, 100000000, 7464100, 4704;
0027: 1843482; 0, 48000000, 6145200, 4324;
0044: 6; 53, 112000000, 10014000, 4794;
0052: 67; 40, 180000000, 18670800, 6402;
0004: 182370; 6, 128000000, 15643200, 6636;
0068: 1389809; 2, 40000000, 5949500, 4480;
0056: 1860493; 0, 52068096, 1581100, 685;
0003: 57794649; 0, 139264, 1491000, 608;
0070: 44; 45, 92000000, 7594200, 4608;
0002: 1028315; 0, 88000000, 9146500, 5380;
0049: 13434281; 0, 6303744, 1039900, 589;
0035: 833211; 1, 84000000, 11914100, 7018;
0065: 548878; 0, 164000000, 18090000, 6264;
0021: 1349893; 0, 64000000, 9980000, 6430;
0028: 243651; 6, 96000000, 11490000, 5700;
0069: 1; 66, 152000000, 9178000, 4045;
0050: 756894; 0, 120000000, 12019000, 5555;
0010: 53795950; 0, 5376, 1753500, 896;
0025: 10914; 24, 36000000, 7171200, 5445;
0032: 463001; 0, 188000000, 27882400, 9144;
0080: 534280; 0, 172000000, 15068000, 5710;
0036: 15073653; 0, 3080192, 3453900, 1073;
0022: 802002; 0, 108000000, 16588000, 7470;
0015: 90236; 8, 168000000, 17826400, 6372;
0012: 19999201; 0, 3680000, 1220200, 667;
0045: 17; 53, 40000000, 5548000, 4325;
0063: 843895; 0, 116190976, 2207300, 1002;
0033: 1994; 26, 136000000, 15540800, 6578;
0078: 461102; 2, 124000000, 14698000, 6110;
0075: 646147; 2, 88000000, 10948800, 5754;
0013: 27263914; 0, 10752, 3557100, 1229;
0084: 745766; 0, 120000000, 13990400, 6536;
0071: 556064; 0, 176160512, 3575100, 1149;
0085: 1996519; 0, 44000000, 5987200, 4380;
0059: 13336; 21, 60000000, 9066400, 6056;
0043: 7591094; 0, 10616832, 2456500, 1056;
0054: 534082; 0, 168000000, 19137300, 7273;
0097: 16002; 17, 128000000, 12625000, 6070;
0077: 1464341; 0, 65505024, 2685100, 1040;
0019: 127672; 6, 180000000, 25227000, 8442;
0055: 69515505; 0, 73728, 1264800, 791;
0048: 2685934; 0, 35840000, 1291000, 875;
0094: 5790; 20, 180000000, 19055200, 7512;
0060: 4461; 22, 152000000, 13305200, 5428;
0005: 843; 30, 136000000, 10892400, 4808;
0006: 2; 59, 116000000, 10407500, 4710;
0026: 1073; 33, 52000000, 7020300, 4935;
0062: 256; 34, 180000000, 18404400, 6622;
0088: 50005301; 0, 5888, 1893900, 985;
0009: 2306859; 0, 36000000, 7249000, 5730;
0076: 25953318; 0, 1769472, 1983600, 933;
0093: 637590; 3, 72000000, 8202400, 4572;
0064: 123047; 12, 48000000, 7748300, 5698;
0016: 2482328; 0, 38631168, 1553600, 743;

TOTAL_SCORE: 733185520
AVELAGE_SCOR: 7331855
AVELAGE_WA_CNT: 11
AVELAGE_P_COST: 77234496
AVELAGE_M_COST: 8401165
AVELAGE_M_CNT: 3978
TOTAL_EXP_SCORE: 3058.32822715766272721173
