0081; 5062
0066; 3599
0047; 3407
0073; 5506
0090; 4169
0099; 4391
0034; 3155
0083; 5568
0039; 3284
0089; 5281
0058; 5337
0029; 5415
0053; 5374
0030; 2094
0086; 5401
0042; 5569
0014; 3117
0087; 2483
0040; 4854
0041; 4168
0061; 3267
0072; 5303
0008; 5446
0038; 4843
0057; 5718
0020; 5061
0046; 2713
0051; 3168
0023; 4021
0095; 4627
0067; 2718
0098; 5190
0082; 4541
0074; 4765
0024; 6339
0007; 1036
0000; 5402
0001; 5869
0037; 3105
0079; 4003
0091; 2348
0011; 3435
0017; 4390
0031; 2886
0018; 3313
0092; 5499
0096; 5425
0027; 4380
0044; 5545
0052; 4966
0004; 5087
0068; 5457
0056; 5086
0003; 4244
0070; 4751
0002; 3823
0049; 4584
0035; 3456
0065; 5361
0021; 4696
0028; 5549
0069; 5226
0050; 4683
0010; 4638
0025; 2666
0032; 5035
0080; 4465
0036; 5048
0022; 5323
0015; 5289
0012; 5028
0045; 4871
0063; 3971
0033; 5614
0078; 3812
0075; 4114
0013; 4827
0084; 4467
0071; 4732
0085; 4005
0059; 1276
0043; 2732
0054; 3276
0097; 4685
0077; 5509
0019; 4794
0055; 1954
0048; 5053
0094; 1660
0060; 4986
0005; 5627
0006; 3742
0026; 2235
0062; 5056
0088; 5102
0009; 3296
0076; 5738
0093; 5726
0064; 5347
0016; 5056

SCORE: 439314
