0081; 5062
0066; 3599
0047; 3492
0073; 5506
0090; 4169
0099; 4424
0034; 3244
0083; 5602
0039; 4328
0089; 5282
0058; 5337
0029; 5415
0053; 5374
0030; 2094
0086; 5427
0042; 5569
0014; 3117
0087; 2512
0040; 4854
0041; 4168
0061; 3267
0072; 5303
0008; 5446
0038; 4775
0057; 5754
0020; 5061
0046; 2713
0051; 3183
0023; 4126
0095; 4632
0067; 2842
0098; 5189
0082; 4541
0074; 4776
0024; 6339
0007; 1068
0000; 5402
0001; 5933
0037; 3097
0079; 4000
0091; 2348
0011; 3464
0017; 4390
0031; 2908
0018; 3313
0092; 5499
0096; 5425
0027; 4403
0044; 5545
0052; 4966
0004; 5087
0068; 5457
0056; 5086
0003; 4244
0070; 4751
0002; 3823
0049; 4961
0035; 3498
0065; 5361
0021; 4696
0028; 5549
0069; 5226
0050; 4683
0010; 4617
0025; 2666
0032; 5035
0080; 4465
0036; 5048
0022; 5364
0015; 5334
0012; 5028
0045; 4871
0063; 3973
0033; 5614
0078; 3837
0075; 4114
0013; 4827
0084; 4467
0071; 4636
0085; 4005
0059; 1276
0043; 2751
0054; 3276
0097; 4685
0077; 5509
0019; 4860
0055; 1954
0048; 5053
0094; 1660
0060; 4986
0005; 5627
0006; 3754
0026; 2235
0062; 5056
0088; 5102
0009; 3304
0076; 5738
0093; 5726
0064; 5347
0016; 5056

SCORE: 441561
