0081; 5383
0066; 3173
0047; 3393
0073; 5674
0090; 4846
0099; 4015
0034; 2248
0083; 3774
0039; 3671
0089; 4910
0058; 4671
0029; 4882
0053; 5463
0030; 1610
0086; 5136
0042; 4333
0014; 4329
0087; 1563
0040; 4854
0041; 4655
0061; 3267
0072; 5415
0008; 5423
0038; 4584
0057; 5278
0020; 4418
0046; 2711
0051; 3851
0023; 4046
0095; 2922
0067; 3013
0098; 4465
0082; 4893
0074; 4269
0024; 6239
0007; 1105
0000; 5402
0001; 5616
0037; 3093
0079; 3647
0091; 2923
0011; 3878
0017; 4748
0031; 3185
0018; 3654
0092; 5599
0096; 5123
0027; 4218
0044; 5397
0052; 4827
0004; 4965
0068; 5337
0056; 5056
0003; 3209
0070; 4111
0002; 4775
0049; 4834
0035; 2923
0065; 5498
0021; 4067
0028; 5391
0069; 5276
0050; 5123
0010; 5113
0025; 2656
0032; 4909
0080; 4657
0036; 4360
0022; 4548
0015; 4525
0012; 4764
0045; 5698
0063; 3370
0033; 5016
0078; 2848
0075; 2683
0013; 4231
0084; 4760
0071; 3988
0085; 3658
0059; 1196
0043; 3110
0054; 3527
0097; 6080
0077; 5132
0019; 3606
0055; 1547
0048; 5137
0094; 1660
0060; 5020
0005; 5451
0006; 4538
0026; 3156
0062; 4714
0088; 5159
0009; 3304
0076; 5141
0093; 4913
0064; 5583
0016; 5209

SCORE: 425324
