0081; 5176
0066; 3556
0047; 3216
0073; 6094
0090; 3845
0099; 3780
0034; 2270
0083; 3962
0039; 3458
0089; 3661
0058; 3900
0029; 5207
0053; 5259
0030; 2027
0086; 5355
0042; 3675
0014; 4230
0087; 1919
0040; 4784
0041; 4872
0061; 2795
0072; 5207
0008; 5352
0038; 4934
0057; 5217
0020; 4489
0046; 2799
0051; 2722
0023; 4749
0095; 3693
0067; 3666
0098; 4505
0082; 4688
0074; 4552
0024; 5912
0007; 1067
0000; 5092
0001; 5391
0037; 2485
0079; 4013
0091; 2309
0011; 4382
0017; 4069
0031; 2260
0018; 3758
0092; 5737
0096; 5258
0027; 5086
0044; 5717
0052; 4887
0004; 4962
0068; 5330
0056; 5184
0003; 4632
0070; 4631
0002; 4922
0049; 4749
0035; 2881
0065; 5194
0021; 4756
0028; 5223
0069; 5548
0050; 5443
0010; 4305
0025; 2869
0032; 5059
0080; 4852
0036; 5005
0022; 4567
0015; 4340
0012; 5045
0045; 5329
0063; 3894
0033; 5008
0078; 3645
0075; 2223
0013; 4417
0084; 4946
0071; 3993
0085; 3802
0059; 1177
0043; 3824
0054; 4132
0097; 5448
0077; 5117
0019; 4511
0055; 1152
0048; 5316
0094; 1251
0060; 4774
0005; 5044
0006; 4146
0026; 3016
0062; 4440
0088; 5253
0009; 3997
0076; 5546
0093; 4868
0064; 5250
0016; 4996

SCORE: 427049
