0081; 5062
0066; 3570
0047; 3402
0073; 5506
0090; 4109
0099; 3751
0034; 3238
0083; 5118
0039; 3247
0089; 5282
0058; 5167
0029; 5237
0053; 5358
0030; 2086
0086; 4910
0042; 5431
0014; 3117
0087; 2478
0040; 4764
0041; 4168
0061; 3267
0072; 5298
0008; 5291
0038; 4702
0057; 5716
0020; 4887
0046; 2711
0051; 3083
0023; 3763
0095; 4377
0067; 2745
0098; 5009
0082; 3999
0074; 4508
0024; 6245
0007; 1068
0000; 5402
0001; 5851
0037; 3093
0079; 3759
0091; 2348
0011; 3102
0017; 4390
0031; 2807
0018; 3269
0092; 5499
0096; 5280
0027; 4089
0044; 5480
0052; 4844
0004; 5087
0068; 5457
0056; 5058
0003; 3654
0070; 4751
0002; 3710
0049; 4961
0035; 3323
0065; 5361
0021; 4696
0028; 5469
0069; 5226
0050; 4659
0010; 4505
0025; 2656
0032; 4924
0080; 4465
0036; 4864
0022; 5071
0015; 4727
0012; 4998
0045; 4871
0063; 3408
0033; 5603
0078; 3806
0075; 3524
0013; 4827
0084; 4467
0071; 4259
0085; 4005
0059; 1274
0043; 2696
0054; 3276
0097; 4560
0077; 5508
0019; 4193
0055; 1906
0048; 5008
0094; 1660
0060; 4873
0005; 5543
0006; 3683
0026; 2235
0062; 4684
0088; 5102
0009; 3304
0076; 5461
0093; 5633
0064; 5347
0016; 5056

SCORE: 428277
