0081; 5027
0066; 4133
0047; 3461
0073; 4727
0090; 4598
0099; 3394
0034; 1952
0083; 4492
0039; 4077
0089; 4908
0058; 4854
0029; 5258
0053; 5956
0030; 2887
0086; 4479
0042; 4489
0014; 4103
0087; 1737
0040; 4782
0041; 4756
0061; 3260
0072; 5229
0008; 5411
0038; 4695
0057; 5441
0020; 4965
0046; 2678
0051; 3674
0023; 3429
0095; 3201
0067; 3065
0098; 4826
0082; 4428
0074; 3841
0024; 6085
0007; 1045
0000; 5716
0001; 5155
0037; 2370
0079; 4357
0091; 2957
0011; 3872
0017; 4267
0031; 2475
0018; 3890
0092; 5481
0096; 5121
0027; 3707
0044; 5388
0052; 4406
0004; 4956
0068; 5494
0056; 5161
0003; 3943
0070; 4491
0002; 5019
0049; 5026
0035; 3358
0065; 4881
0021; 4317
0028; 5314
0069; 5394
0050; 4462
0010; 5006
0025; 2211
0032; 5028
0080; 4560
0036; 4930
0022; 4267
0015; 4484
0012; 4978
0045; 4347
0063; 4275
0033; 5160
0078; 3453
0075; 2810
0013; 4384
0084; 4756
0071; 4455
0085; 3736
0059; 1163
0043; 4167
0054; 3720
0097; 5740
0077; 5113
0019; 3934
0055; 1085
0048; 5155
0094; 1009
0060; 4852
0005; 4810
0006; 4160
0026; 2595
0062; 4131
0088; 4956
0009; 3448
0076; 5365
0093; 6082
0064; 5481
0016; 5029

SCORE: 425156
