0081; 5062
0066; 3588
0047; 3407
0073; 5506
0090; 4169
0099; 3758
0034; 3242
0083; 5182
0039; 3277
0089; 5282
0058; 5167
0029; 5241
0053; 5365
0030; 2094
0086; 5067
0042; 5431
0014; 3117
0087; 2483
0040; 4768
0041; 4168
0061; 3267
0072; 5299
0008; 5422
0038; 4708
0057; 5718
0020; 5029
0046; 2713
0051; 3088
0023; 3799
0095; 4389
0067; 2745
0098; 5025
0082; 4002
0074; 4513
0024; 6248
0007; 1068
0000; 5402
0001; 5869
0037; 3097
0079; 3759
0091; 2348
0011; 3102
0017; 4390
0031; 2820
0018; 3313
0092; 5499
0096; 5345
0027; 4101
0044; 5545
0052; 4844
0004; 5087
0068; 5457
0056; 5072
0003; 3722
0070; 4751
0002; 3717
0049; 4961
0035; 3333
0065; 5361
0021; 4696
0028; 5472
0069; 5226
0050; 4683
0010; 4513
0025; 2666
0032; 4950
0080; 4465
0036; 4864
0022; 5076
0015; 4788
0012; 5028
0045; 4871
0063; 3413
0033; 5603
0078; 3806
0075; 3528
0013; 4827
0084; 4467
0071; 4259
0085; 4005
0059; 1276
0043; 2699
0054; 3276
0097; 4570
0077; 5509
0019; 4200
0055; 1909
0048; 5053
0094; 1660
0060; 4899
0005; 5545
0006; 3683
0026; 2235
0062; 4685
0088; 5102
0009; 3296
0076; 5470
0093; 5635
0064; 5347
0016; 5056

SCORE: 429613
